Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21
2010-06-04,24,16.0,19.0,44.6,,,,,0.0,0.0,94.0,97.0,,,8.0,8.0,16.5,16.5,Yes,Yes
2010-06-07,24,12.0,17.8,12.4,,,SW,SE,4.0,4.0,58.0,63.0,,,1.0,7.0,13.8,15.8,Yes,No
2010-06-13,24,,17.5,0.0,,,,SW,0.0,6.0,70.0,65.0,,,6.0,3.0,11.8,16.1,No,No
2010-06-25,24,,18.8,0.6,,,NE,,4.0,0.0,92.0,68.0,,,7.0,6.0,12.2,18.2,No,No
2010-06-30,24,3.9,14.5,0.0,,,NW,SW,7.0,7.0,73.0,45.0,,,1.0,1.0,6.2,13.4,No,No
2010-07-15,24,11.2,17.7,0.4,,,SW,SW,9.0,11.0,52.0,40.0,,,1.0,3.0,12.8,16.2,No,No
2010-07-19,24,6.3,17.8,0.1,,,NW,,2.0,0.0,90.0,61.0,,,6.0,7.0,9.8,16.4,No,No
2010-08-03,24,8.2,16.2,27.4,,,SE,SE,52.0,46.0,91.0,79.0,,,8.0,6.0,13.8,15.6,Yes,Yes
2010-08-11,24,11.9,18.0,3.4,,,NW,NW,15.0,37.0,59.0,47.0,,,7.0,2.0,13.5,17.4,Yes,No
2010-08-17,24,5.8,17.2,0.0,,,NW,SE,4.0,4.0,71.0,58.0,,,0.0,3.0,11.8,15.0,No,No
2010-08-24,24,9.4,19.4,2.6,,,NW,NW,19.0,11.0,99.0,47.0,,,1.0,5.0,13.5,18.8,Yes,No
2010-09-23,24,14.8,18.8,0.0,,,SE,SE,4.0,6.0,77.0,67.0,,,8.0,6.0,17.0,18.5,No,No
2010-09-24,24,11.6,26.7,0.0,,,,NE,0.0,4.0,80.0,42.0,,,7.0,0.0,16.4,25.5,No,No
2010-10-15,24,,,0.0,,,,,,,,,,,,,,,No,No
2010-10-18,24,,,0.0,,,,,,,,,,,,,,,No,No
2010-11-02,24,11.5,20.5,42.2,,,NW,,11.0,0.0,68.0,55.0,,,1.0,8.0,15.9,19.5,Yes,No
2010-11-06,24,12.9,21.2,14.4,,,,SE,0.0,2.0,80.0,69.0,,,7.0,8.0,17.0,18.2,Yes,No
2010-11-08,24,15.7,,0.0,,,NE,,4.0,,80.0,,,,6.0,,20.0,,No,No
2010-11-30,24,17.8,25.2,1.0,,,SE,SE,4.0,11.0,92.0,69.0,,,8.0,7.0,19.5,23.8,No,Yes
2010-12-06,24,19.4,27.0,0.0,,,NE,SE,4.0,11.0,75.0,64.0,,,4.0,3.0,24.5,27.0,No,No
2010-12-08,24,18.8,30.8,0.0,,,N,NE,28.0,6.0,65.0,63.0,,,1.0,5.0,25.0,28.8,No,No
2010-12-13,24,18.8,26.0,0.0,,,S,SE,6.0,19.0,70.0,63.0,,,4.0,1.0,23.5,23.0,No,No
2010-12-24,24,18.8,23.5,0.0,,,SE,SE,28.0,11.0,73.0,62.0,,,8.0,7.0,18.8,23.0,No,No
2011-01-11,24,21.5,27.8,2.0,,,NE,SE,7.0,15.0,90.0,85.0,,,8.0,7.0,23.0,24.3,Yes,No
2011-01-16,24,,29.8,0.0,,,,,,0.0,,50.0,,,,1.0,,29.5,No,No
2011-01-23,24,18.8,29.8,0.0,,,NNW,SE,2.0,19.0,93.0,55.0,,,2.0,1.0,23.0,28.0,No,No
2011-01-26,24,,38.2,0.0,,,NE,,2.0,,91.0,,,,4.0,,25.1,,No,No
2011-01-30,24,19.2,31.8,0.0,,,NE,,4.0,,69.0,,,,0.0,,25.4,,No,No
2011-02-02,24,25.4,34.5,0.0,,,SW,SE,2.0,7.0,48.0,61.0,,,1.0,1.0,32.0,32.0,No,No
2011-02-08,24,18.0,26.0,0.0,,,,SE,0.0,7.0,72.0,45.0,,,,3.0,22.3,25.4,No,No
2011-02-12,24,22.5,29.4,0.0,,,,SE,0.0,9.0,68.0,76.0,,,7.0,8.0,26.6,23.9,No,No
2011-02-13,24,20.0,24.2,0.0,,,,SE,0.0,4.0,93.0,81.0,,,8.0,8.0,21.4,23.7,No,No
2011-03-05,24,19.6,22.5,5.4,,,SE,SE,15.0,28.0,65.0,55.0,,,7.0,7.0,20.4,22.2,Yes,No
2011-03-11,24,19.2,29.8,5.4,,,NW,NE,13.0,4.0,91.0,73.0,,,7.0,7.0,21.0,23.8,Yes,No
2011-05-06,24,12.8,19.8,0.6,,,SW,SW,6.0,4.0,64.0,52.0,,,6.0,6.0,15.0,18.9,No,No
2011-06-07,24,5.6,16.7,0.0,,,NW,W,6.0,28.0,79.0,33.0,,,5.0,3.0,10.1,16.2,No,No
2011-06-14,24,,18.7,26.5,,,SE,S,9.0,28.0,75.0,62.0,,,7.0,8.0,16.7,18.0,Yes,Yes
2011-06-15,24,,18.5,12.4,,,SE,,65.0,,66.0,,,,8.0,,18.1,,Yes,Yes
2011-06-16,24,,18.6,21.8,,,SW,,4.0,0.0,76.0,80.0,,,6.0,7.0,16.5,16.4,Yes,No
2011-06-18,24,6.7,17.7,0.0,,,NW,SW,6.0,7.0,62.0,50.0,,,0.0,0.0,11.1,16.5,No,No
2011-06-25,24,4.9,18.8,0.0,,,,,,0.0,91.0,59.0,,,0.0,3.0,9.6,17.6,No,No
2011-07-07,24,10.4,18.9,0.0,,,NW,NW,28.0,19.0,55.0,39.0,,,1.0,2.0,13.0,16.9,No,No
2011-07-16,24,8.6,16.8,4.9,,,,,0.0,0.0,97.0,73.0,,,7.0,7.0,12.0,15.1,Yes,No
2011-07-18,24,7.1,19.7,0.2,,,NW,,4.0,0.0,94.0,58.0,,,1.0,5.0,11.4,18.0,No,No
2011-07-19,24,6.0,,0.1,,,,NW,0.0,4.0,70.0,45.0,,,1.0,4.0,9.9,14.3,No,Yes
2011-07-21,24,8.0,15.2,43.8,,,SW,SW,6.0,9.0,96.0,99.0,,,8.0,8.0,12.5,11.4,Yes,Yes
2011-07-31,24,5.4,21.5,0.0,,,NW,,2.0,,73.0,,,,1.0,,11.4,,No,No
2011-08-02,24,8.2,23.7,0.0,,,NW,NW,2.0,2.0,72.0,35.0,,,1.0,1.0,15.0,23.2,No,No
2011-08-03,24,7.8,22.5,0.0,,,NW,NW,4.0,4.0,70.0,42.0,,,7.0,3.0,11.5,21.5,No,No
2011-08-06,24,6.8,23.7,0.0,,,N,NW,2.0,6.0,71.0,40.0,,,1.0,1.0,14.1,22.9,No,No
2011-08-31,24,8.6,20.0,0.0,,,,SE,0.0,2.0,85.0,66.0,,,1.0,1.0,15.4,18.4,No,No
2011-09-02,24,11.0,18.4,0.0,,,SE,S,4.0,7.0,66.0,47.0,,,2.0,5.0,17.2,17.6,No,No
2011-09-03,24,8.6,20.1,0.0,,,,SE,0.0,7.0,85.0,62.0,,,3.0,5.0,13.5,18.5,No,No
2011-10-10,24,10.5,23.0,0.0,,,,NE,0.0,2.0,64.0,48.0,,,3.0,5.0,17.5,21.8,No,No
2011-10-12,24,9.3,20.2,0.0,,,,SE,0.0,6.0,71.0,52.0,,,1.0,4.0,15.8,20.0,No,No
2011-10-22,24,16.0,26.5,0.0,,,SE,SE,2.0,2.0,71.0,58.0,,,1.0,3.0,21.5,25.6,No,No
2011-10-27,24,14.0,21.8,3.0,,,SE,SE,19.0,11.0,70.0,61.0,,,8.0,7.0,19.5,20.5,Yes,No
2011-11-10,24,22.5,,0.0,,,NW,NE,9.0,11.0,54.0,55.0,,,8.0,8.0,26.0,28.2,No,No
2011-12-11,24,15.8,29.0,0.0,,,N,SE,4.0,4.0,75.0,67.0,,,1.0,8.0,22.2,23.8,No,Yes
2011-12-16,24,12.5,22.2,0.0,,,NNW,SW,2.0,7.0,69.0,54.0,,,3.0,6.0,19.8,20.4,No,No
2011-12-19,24,18.4,24.5,0.0,,,,,0.0,0.0,75.0,78.0,,,8.0,8.0,20.8,23.0,No,Yes
2011-12-22,24,18.0,23.6,0.0,,,,SE,0.0,4.0,76.0,92.0,,,8.0,8.0,21.8,19.4,No,Yes
2011-12-24,24,19.2,28.5,0.0,,,SE,SE,9.0,11.0,69.0,59.0,,,5.0,4.0,25.5,26.5,No,No
2011-12-28,24,17.6,24.0,0.8,,,,SE,,22.0,47.0,59.0,,,5.0,5.0,21.5,23.0,No,No
2012-01-01,24,,27.0,0.0,,,,,,,,,,,,,,,No,No
2012-01-08,24,18.7,31.2,0.0,,,,,0.0,,75.0,,,,2.0,,24.0,,No,No
2012-01-16,24,17.6,27.0,3.0,,,NE,NE,6.0,15.0,68.0,88.0,,,6.0,5.0,22.6,26.4,Yes,No
2012-01-23,24,,25.8,3.0,,,SE,SE,9.0,19.0,96.0,62.0,,,8.0,6.0,19.2,25.2,Yes,Yes
2012-02-08,24,19.4,25.2,8.4,,,SE,SE,9.0,9.0,80.0,70.0,,,6.0,6.0,21.6,23.4,Yes,No
2012-02-12,24,14.2,26.2,2.4,,,,NE,0.0,4.0,77.0,59.0,,,1.0,1.0,20.2,26.0,Yes,No
2012-02-20,24,20.0,28.0,7.6,,,SE,SE,4.0,19.0,85.0,59.0,,,2.0,6.0,22.8,26.5,Yes,Yes
2012-03-17,24,19.0,21.8,6.0,,,,SE,0.0,13.0,97.0,82.0,,,8.0,7.0,21.0,21.0,Yes,No
2012-04-04,24,16.8,27.5,0.0,,,,SW,0.0,11.0,78.0,58.0,,,0.0,1.0,22.0,26.0,No,No
2012-04-10,24,11.5,,0.0,,,SSW,SE,37.0,28.0,58.0,79.0,,,1.0,8.0,15.0,15.2,No,No
2012-04-21,24,16.8,25.0,0.2,,,,SE,0.0,4.0,93.0,73.0,,,4.0,5.0,19.7,23.4,No,No
2012-04-24,24,14.8,24.5,6.9,,,SW,NW,6.0,19.0,87.0,53.0,,,4.0,5.0,19.5,23.4,Yes,No
2012-04-25,24,10.2,19.3,0.4,,,NW,NW,19.0,28.0,52.0,46.0,,,1.0,0.0,13.2,18.6,No,No
2012-05-11,24,10.5,27.8,0.0,,,NW,NW,2.0,6.0,62.0,28.0,,,1.0,3.0,17.0,27.2,No,No
2012-05-25,24,9.4,17.1,1.8,,,NE,NW,4.0,28.0,84.0,41.0,,,8.0,6.0,14.0,15.0,Yes,No
2012-05-31,24,12.3,20.5,0.0,,,,,0.0,0.0,72.0,53.0,,,8.0,5.0,14.0,18.0,No,No
2012-06-22,24,8.4,19.1,0.0,,,,NW,0.0,19.0,75.0,54.0,,,6.0,8.0,10.7,13.9,No,No
2012-07-26,24,7.3,18.0,0.0,,,NW,NW,4.0,9.0,92.0,57.0,,,2.0,7.0,10.8,17.3,No,No
2012-08-03,24,4.2,18.2,0.0,,,NW,NW,4.0,4.0,64.0,42.0,,,6.0,6.0,9.5,16.6,No,No
2012-08-06,24,9.2,20.5,0.0,,,W,NW,4.0,4.0,51.0,22.0,,,1.0,0.0,14.2,20.0,No,No
2012-08-08,24,4.2,20.2,0.0,,,NW,NE,9.0,28.0,58.0,28.0,,,0.0,0.0,11.0,19.5,No,No
2012-08-15,24,7.5,21.3,0.0,,,NW,NW,19.0,4.0,47.0,41.0,,,5.0,6.0,15.2,20.2,No,No
2012-08-23,24,11.0,30.5,0.0,,,,NW,0.0,56.0,68.0,24.0,,,5.0,6.0,18.2,29.7,No,Yes
2012-09-05,24,,27.2,0.0,,,,,,,,,,,,,,,No,No
2012-09-07,24,10.6,24.5,0.0,,,NW,SW,19.0,28.0,28.0,27.0,,,0.0,7.0,21.2,21.0,No,No
2012-09-17,24,9.8,20.0,0.0,,,,SE,0.0,9.0,82.0,75.0,,,7.0,7.0,16.9,18.2,No,Yes
2012-09-26,24,14.4,22.5,0.0,,,NE,SE,9.0,19.0,61.0,58.0,,,5.0,1.0,19.2,20.8,No,No
2012-10-16,24,11.4,33.0,0.0,,,NW,NW,4.0,9.0,40.0,14.0,,,2.0,1.0,22.2,32.4,No,No
2012-11-04,24,15.6,27.0,0.0,,,NE,NE,11.0,22.0,66.0,54.0,,,4.0,1.0,20.4,26.4,No,No
2012-11-14,24,16.6,21.8,0.0,,,,SE,0.0,9.0,80.0,75.0,,,8.0,8.0,19.0,21.0,No,No
2012-11-16,24,18.5,22.4,0.0,,,,,0.0,0.0,89.0,93.0,,,8.0,8.0,20.2,18.5,No,No
2012-11-18,24,16.6,25.5,0.0,,,SE,SE,4.0,9.0,69.0,60.0,,,7.0,2.0,20.0,25.0,No,No
2012-11-23,24,15.0,22.8,0.0,,,SE,SE,9.0,9.0,66.0,62.0,,,7.0,7.0,19.5,21.2,No,No
2013-01-11,24,19.4,35.5,0.0,,,NE,NE,4.0,4.0,69.0,48.0,,,1.0,2.0,24.4,33.6,No,No
2013-01-19,24,22.0,24.4,3.4,,,SE,SE,9.0,19.0,70.0,62.0,,,8.0,8.0,22.8,23.5,Yes,Yes
2013-01-21,24,19.5,28.3,13.2,,,,SE,0.0,9.0,84.0,64.0,,,6.0,6.0,23.4,26.5,Yes,No
2013-01-28,24,20.2,23.8,38.6,,,NE,NE,4.0,4.0,95.0,95.0,,,8.0,8.0,22.0,22.0,Yes,Yes
2013-03-03,24,16.2,25.0,15.0,,,SE,SE,4.0,15.0,77.0,71.0,,,7.0,6.0,22.1,24.3,Yes,No
2013-03-14,24,16.4,,0.0,,,,,0.0,,83.0,,,,4.0,,21.1,,No,No
2013-03-15,24,,27.8,0.0,,,,,,,,,,,,,,,No,Yes
2013-03-30,24,12.5,24.5,0.0,,,,SW,0.0,4.0,71.0,55.0,,,1.0,2.0,18.5,23.8,No,No
2013-04-01,24,16.0,24.5,5.4,,,SE,SE,9.0,4.0,71.0,65.0,,,5.0,5.0,20.8,23.5,Yes,No
2013-04-03,24,15.0,21.0,0.0,,,SW,,4.0,,81.0,,,,6.0,,19.5,,No,Yes
2013-04-08,24,12.2,23.8,0.0,,,,SE,0.0,9.0,81.0,60.0,,,2.0,3.0,19.2,22.8,No,No
2013-04-10,24,13.4,24.7,13.4,,,,NE,0.0,4.0,84.0,62.0,,,0.0,1.0,19.5,23.2,Yes,No
2013-04-28,24,,28.0,0.0,,,,SW,,19.0,,30.0,,,,0.0,,27.5,No,No
2013-04-29,24,11.4,,0.0,,,NW,SE,4.0,9.0,56.0,57.0,,,0.0,0.0,19.5,24.5,No,No
2013-05-03,24,10.2,22.2,0.0,,,,,0.0,,75.0,,,,0.0,,16.0,,No,No
2013-05-23,24,6.2,18.7,32.5,,,,SE,0.0,4.0,97.0,79.0,,,8.0,7.0,12.4,16.0,Yes,Yes
2013-06-11,24,9.2,20.8,1.0,,,,,0.0,0.0,94.0,60.0,,,0.0,0.0,13.0,19.4,No,No
2013-06-15,24,11.4,19.0,0.4,,,SE,WSW,11.0,11.0,66.0,53.0,,,4.0,8.0,15.0,17.4,No,No
2013-07-11,24,6.5,18.2,0.0,,,,SE,0.0,4.0,93.0,70.0,,,4.0,3.0,12.4,16.4,No,No
2013-07-23,24,,,0.0,,,,NW,,9.0,,39.0,,,,5.0,,17.0,No,No
2013-08-08,24,8.5,14.2,9.2,,,NW,SW,28.0,9.0,70.0,79.0,,,1.0,8.0,11.5,11.8,Yes,Yes
2013-08-30,24,14.4,28.2,0.0,,,,NW,0.0,28.0,68.0,31.0,,,0.0,1.0,19.2,27.8,No,No
2013-08-31,24,10.4,25.2,0.0,,,,SE,0.0,9.0,61.0,32.0,,,6.0,8.0,17.2,24.0,No,No
2013-09-02,24,9.6,23.0,1.4,,,,SE,0.0,4.0,84.0,55.0,,,0.0,1.0,15.5,21.5,Yes,No
2013-09-06,24,14.3,25.5,0.0,,,NW,SE,4.0,9.0,49.0,66.0,,,2.0,8.0,21.5,22.0,No,No
2013-09-08,24,16.8,22.5,0.4,,,SW,SE,4.0,9.0,78.0,64.0,,,6.0,6.0,19.8,22.0,No,No
2013-09-12,24,8.9,23.2,0.0,,,SW,SE,4.0,4.0,45.0,39.0,,,1.0,1.0,18.6,21.5,No,No
2013-09-14,24,13.0,25.8,7.0,,,,SW,0.0,9.0,62.0,41.0,,,6.0,3.0,19.1,25.4,Yes,No
2013-09-25,24,13.0,30.7,0.0,,,NW,NE,4.0,4.0,37.0,40.0,,,0.0,1.0,24.4,29.5,No,No
2013-09-29,24,10.8,23.3,0.0,,,NW,SE,4.0,28.0,36.0,37.0,,,2.0,1.0,20.7,21.8,No,No
2013-09-30,24,9.8,30.6,0.0,,,SE,NW,9.0,4.0,45.0,17.0,,,1.0,1.0,20.5,30.1,No,No
2013-10-05,24,7.2,29.8,0.0,,,NE,NE,4.0,4.0,62.0,22.0,,,4.0,5.0,17.5,29.1,No,No
2013-10-26,24,9.8,,0.0,,,NW,SE,9.0,19.0,54.0,51.0,,,4.0,2.0,16.4,21.5,No,No
2013-11-01,24,16.5,23.3,0.0,,,,SE,0.0,9.0,67.0,58.0,,,8.0,6.0,20.7,23.2,No,No
2013-11-15,24,17.0,25.2,0.0,,,SW,SE,4.0,28.0,65.0,60.0,,,4.0,5.0,22.2,23.5,No,No
2013-11-17,24,12.3,17.4,9.2,,,,NW,0.0,4.0,96.0,93.0,,,8.0,8.0,15.2,15.4,Yes,Yes
2013-11-20,24,14.2,26.0,2.0,,,,SE,0.0,4.0,81.0,62.0,,,4.0,3.0,20.5,26.0,Yes,No
2013-11-22,24,18.7,23.8,2.6,,,NE,NE,4.0,9.0,82.0,77.0,,,8.0,8.0,20.4,22.0,Yes,Yes
2013-11-27,24,12.9,24.1,0.0,,,NW,NE,4.0,4.0,57.0,54.0,,,1.0,1.0,19.8,23.5,No,No
2013-11-29,24,17.2,21.2,6.0,,,,SE,0.0,9.0,97.0,87.0,,,8.0,8.0,19.5,20.2,Yes,Yes
2013-11-30,24,14.4,21.2,23.0,,,,SE,0.0,9.0,87.0,63.0,,,7.0,6.0,17.0,19.9,Yes,No
2013-12-10,24,22.9,35.5,0.0,,,NW,SW,4.0,28.0,58.0,26.0,,,6.0,6.0,26.0,35.5,No,No
2013-12-24,24,18.4,,4.4,,,SE,SE,9.0,9.0,97.0,75.0,,,8.0,8.0,18.8,21.0,Yes,No
2014-01-04,24,21.6,26.5,0.0,,,SW,SE,9.0,9.0,75.0,62.0,,,7.0,5.0,24.4,26.5,No,No
2014-01-11,24,18.8,32.0,0.0,,,,NE,0.0,9.0,65.0,43.0,,,0.0,1.0,24.4,31.6,No,No
2014-01-17,24,16.7,31.7,0.0,,,NE,NE,4.0,19.0,75.0,49.0,,,0.0,0.0,24.0,31.3,No,No
2014-01-26,24,16.5,25.0,0.4,,,NE,SE,4.0,19.0,61.0,45.0,,,7.0,4.0,21.8,23.5,No,No
2014-02-02,24,,30.8,0.0,,,,NE,,28.0,,47.0,,,,0.0,,30.0,No,No
2014-02-03,24,19.8,31.2,0.0,,,NE,NE,28.0,28.0,58.0,43.0,,,0.0,0.0,23.8,30.8,No,No
2014-02-12,24,21.2,29.8,0.0,,,NE,SE,4.0,9.0,64.0,60.0,,,1.0,1.0,25.9,28.1,No,No
2014-03-02,24,17.8,24.5,8.0,,,,SE,0.0,9.0,96.0,68.0,,,7.0,6.0,19.0,24.5,Yes,No
2014-03-09,24,18.0,27.5,0.0,,,NE,SE,4.0,22.0,70.0,59.0,,,1.0,5.0,22.5,26.5,No,No
2014-04-10,24,16.5,23.8,0.0,,,,,0.0,0.0,74.0,71.0,,,6.0,6.0,20.7,22.8,No,No
2014-04-19,24,12.0,22.7,0.0,,,,SW,0.0,4.0,66.0,60.0,,,1.0,4.0,19.4,21.0,No,No
2014-04-21,24,10.4,24.2,0.0,,,,NW,0.0,4.0,61.0,,,,1.0,1.0,17.0,23.2,No,No
2014-04-22,24,9.5,27.7,0.0,,,NW,NW,4.0,28.0,73.0,32.0,,,5.0,6.0,16.1,27.0,No,No
2014-04-28,24,14.8,21.7,23.0,,,,,0.0,0.0,96.0,65.0,,,7.0,7.0,17.4,20.6,Yes,No
2014-05-07,24,11.4,,0.0,,,,SW,0.0,15.0,68.0,53.0,,,5.0,5.0,15.0,19.0,No,No
2014-05-13,24,14.7,22.7,8.6,,,,,0.0,0.0,96.0,68.0,,,7.0,4.0,16.4,20.5,Yes,No
2014-05-19,24,10.7,24.9,0.0,,,,NE,0.0,4.0,86.0,44.0,,,7.0,5.0,15.5,23.0,No,No
2014-05-29,24,9.2,21.8,0.0,,,NW,SE,2.0,4.0,65.0,63.0,,,0.0,5.0,14.7,19.9,No,Yes
2014-06-03,24,9.7,19.2,0.2,,,NW,NW,9.0,9.0,84.0,59.0,,,0.0,0.0,12.8,17.5,No,No
2014-06-21,24,10.2,21.7,2.6,,,,,0.0,0.0,92.0,49.0,,,1.0,2.0,13.5,19.8,Yes,No
2014-06-30,24,7.8,16.8,0.0,,,NE,NW,4.0,4.0,69.0,39.0,,,1.0,5.0,10.2,15.6,No,No
2014-07-02,24,5.7,18.8,0.0,,,NW,,4.0,0.0,72.0,54.0,,,0.0,3.0,9.1,17.0,No,No
2014-07-11,24,8.6,16.8,0.0,,,NE,NW,28.0,19.0,61.0,43.0,,,0.0,0.0,11.0,15.8,No,No
2014-07-24,24,,18.2,0.1,,,,,,,,,,,,,,,No,No
2014-07-25,24,7.0,17.2,0.2,,,,,0.0,0.0,96.0,82.0,,,7.0,8.0,10.8,15.5,No,Yes
2014-07-30,24,10.4,22.5,0.0,,,N,NW,4.0,28.0,45.0,36.0,,,0.0,0.0,16.0,22.2,No,No
2014-08-05,24,5.9,21.2,0.2,,,,SE,0.0,9.0,88.0,53.0,,,0.0,1.0,11.5,18.0,No,No
2014-08-11,24,7.5,15.2,0.1,,,SW,SE,4.0,28.0,52.0,54.0,,,3.0,5.0,12.5,13.2,No,No
2014-08-13,24,6.0,17.3,18.2,,,SW,SE,4.0,19.0,94.0,59.0,,,8.0,6.0,11.5,16.0,Yes,No
2014-08-24,24,11.6,19.7,6.4,,,,SE,0.0,9.0,96.0,71.0,,,4.0,4.0,14.4,18.0,Yes,Yes
2014-09-02,24,12.3,17.0,0.0,,,,,0.0,0.0,76.0,80.0,,,8.0,7.0,14.2,14.9,No,Yes
2014-09-04,24,10.2,18.0,0.5,,,NW,SW,37.0,28.0,51.0,49.0,,,1.0,3.0,14.2,16.8,No,Yes
2014-09-10,24,13.7,24.7,6.4,,,,NW,0.0,19.0,94.0,39.0,,,6.0,5.0,14.2,23.5,Yes,No
2014-09-13,24,13.7,20.5,0.0,,,,,0.0,,73.0,,,,4.0,,18.2,,No,No
2014-09-25,24,14.4,23.2,1.0,,,NW,,4.0,0.0,81.0,87.0,,,8.0,7.0,18.0,18.5,No,Yes
2014-10-01,24,15.2,22.2,0.0,,,SW,SE,28.0,28.0,31.0,35.0,,,0.0,1.0,19.0,18.2,No,No
2014-10-22,24,12.6,23.5,1.6,,,,NE,0.0,15.0,74.0,50.0,,,7.0,7.0,17.4,23.4,Yes,No
2014-10-31,24,13.0,33.0,0.0,,,NW,SE,4.0,9.0,51.0,44.0,,,0.0,0.0,23.8,30.0,No,No
2014-11-07,24,15.5,23.1,0.2,,,SE,SE,4.0,9.0,70.0,59.0,,,7.0,4.0,19.8,21.9,No,No
2014-11-10,24,17.1,25.0,0.0,,,,SE,0.0,19.0,69.0,76.0,,,7.0,7.0,21.8,23.0,No,No
2014-11-18,24,16.3,26.5,0.0,,,,SE,0.0,28.0,68.0,56.0,,,6.0,1.0,22.5,24.2,No,No
2014-11-21,24,21.4,38.8,0.0,,,NW,NW,4.0,19.0,43.0,20.0,,,2.0,6.0,31.5,38.5,No,No
2014-11-22,24,19.0,27.5,0.0,,,,SE,0.0,9.0,73.0,60.0,,,8.0,1.0,21.5,25.0,No,No
2014-11-28,24,18.4,23.7,0.0,,,SE,NE,4.0,4.0,62.0,55.0,,,8.0,7.0,20.2,22.5,No,No
2014-12-01,24,21.0,30.7,0.4,,,,NE,0.0,4.0,73.0,59.0,,,6.0,7.0,23.8,28.5,No,No
2014-12-10,24,19.0,27.7,0.0,,,SE,SE,4.0,19.0,75.0,67.0,,,8.0,6.0,23.8,26.5,No,Yes
2014-12-14,24,13.3,25.8,0.0,,,,SE,0.0,9.0,57.0,52.0,,,2.0,1.0,21.5,24.8,No,No
2015-01-16,24,21.0,32.5,1.0,,,,NE,0.0,9.0,76.0,33.0,,,5.0,1.0,25.0,32.2,No,No
2015-02-18,24,19.7,29.0,0.0,,,NE,NE,4.0,9.0,71.0,61.0,,,1.0,6.0,24.5,27.8,No,No
2015-02-20,24,19.8,25.4,0.8,,,,SE,0.0,9.0,80.0,79.0,,,7.0,8.0,24.0,24.5,No,Yes
2015-03-26,24,16.1,28.8,1.5,,,,NW,0.0,9.0,89.0,35.0,,,0.0,1.0,19.7,28.2,Yes,No
2015-03-28,24,,23.5,0.0,,,,SE,,19.0,,58.0,,,,5.0,,21.5,No,No
2015-03-29,24,14.8,26.0,0.0,,,SE,SE,19.0,9.0,75.0,62.0,,,6.0,6.0,20.2,24.0,No,No
2015-03-31,24,17.2,23.0,8.8,,,,SE,0.0,4.0,95.0,74.0,,,8.0,8.0,19.0,22.5,Yes,Yes
2015-04-01,24,16.0,27.2,11.6,,,,,0.0,,100.0,,,,7.0,,18.0,,Yes,No
2015-05-01,24,12.7,20.4,10.0,,,,,0.0,0.0,87.0,67.0,,,8.0,7.0,16.0,18.5,Yes,Yes
2015-05-10,24,10.4,21.0,0.0,,,NW,NW,28.0,28.0,57.0,35.0,,,0.0,1.0,14.8,20.4,No,No
2015-05-13,24,10.8,18.7,0.0,,,NW,NW,4.0,28.0,52.0,31.0,,,7.0,6.0,15.5,17.5,No,No
2015-05-14,24,6.0,18.8,0.0,,,NW,SW,4.0,9.0,56.0,35.0,,,0.0,1.0,10.8,18.2,No,No
2015-06-01,24,9.2,16.8,6.3,,,NW,,19.0,0.0,69.0,30.0,,,2.0,1.0,13.2,15.0,Yes,No
2015-06-08,24,,21.2,0.1,,,,NW,,28.0,,48.0,,,,2.0,,20.6,No,No
2015-06-26,24,11.4,18.7,43.0,,,,,0.0,0.0,84.0,61.0,,,3.0,4.0,13.9,17.0,Yes,No
2015-06-29,24,7.9,19.8,0.0,,,,,0.0,0.0,92.0,72.0,,,1.0,5.0,10.4,16.5,No,No
2015-07-17,24,5.1,,0.0,,,NW,NW,9.0,28.0,83.0,55.0,,,8.0,7.0,7.2,13.0,No,Yes
2015-07-20,24,,17.0,9.8,,,,SE,,9.0,,74.0,,,,7.0,,15.5,Yes,No
2015-07-28,24,,17.2,0.0,,,,SE,0.0,4.0,63.0,43.0,,,1.0,1.0,8.8,16.2,No,No
2015-07-31,24,9.2,21.2,0.0,,,,NW,0.0,9.0,62.0,37.0,,,7.0,1.0,14.5,20.5,No,No
2015-08-07,24,4.2,18.2,0.0,,,NW,,9.0,,65.0,,,,0.0,,9.5,,No,No
2015-08-08,24,4.5,17.2,0.0,,,,,0.0,,69.0,,,,5.0,,12.2,,No,No
2015-08-10,24,7.4,20.0,0.0,,,NW,,9.0,,,,,,1.0,,11.5,,No,No
2015-08-11,24,5.4,22.2,0.0,,,NW,,4.0,,58.0,,,,0.0,,13.5,,No,No
2015-08-12,24,4.0,19.3,0.0,,,,,0.0,,66.0,,,,1.0,,11.2,,No,No
2015-08-20,24,8.2,21.4,0.0,,,,,0.0,,81.0,,,,1.0,,12.6,,No,No
2015-08-24,24,14.8,18.4,13.0,,,,,0.0,,97.0,,,,8.0,,15.5,,Yes,Yes
2015-08-30,24,4.7,19.2,0.0,,,N,,9.0,,63.0,,,,3.0,,12.2,,No,No
2015-10-08,24,15.8,21.2,0.0,,,SE,,19.0,,61.0,,,,8.0,,19.4,,No,No
2015-10-11,24,12.8,25.8,0.0,,,NE,,4.0,,74.0,,,,4.0,,19.8,,No,Yes
